KOTA,KATEGORI USAHA,TAHUN,JENIS KELAMIN,UMUR,PENDIDIKAN TERAKHIR,STATUS,JENIS LAPANGAN USAHA,KBLI,SERTIFIKASI,KLASIFIKASI USAHA,WILAYAH PEMASARAN UKM
PASURUAN,MEMBUKA WARUNG/KEDAI MAKANAN,2020,PEREMPUAN,28,S1/ LEBIH,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
PASURUAN,MAMIN,2012,PEREMPUAN,58,TAMAT SLTP,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT KERIPIK LUMPIA,2021,PEREMPUAN,23,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PASURUAN,KRIPIK JAMUR,2017,PEREMPUAN,43,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT STICK BAYAM BRAZIL DAN MINUMAN TELANG,2019,PEREMPUAN,43,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,CETAKAN KUE,2017,LAKI-LAKI,32,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2410.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,MEMBUAT SEMPOL AYAM DENGAN SAOS KEKINIAN,2019,PEREMPUAN,33,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1061.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
PASURUAN,TOKO PUSAT OLEH - OLEH KAB. PASURUAN,2020,PEREMPUAN,42,S1/ LEBIH,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4721.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,"PETANI JAMUR, MEMBUAT KOPI",2015,LAKI-LAKI,26,S1/ LEBIH,IUMK,"PERTANIAN, KEHUTANAN & PERIKANAN",113.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,KOPYA RAJUT&KUE,2015,PEREMPUAN,41,TAMAT SD,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN,2019,LAKI-LAKI,35,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
PASURUAN,PRODUKSI MINUMAN,2019,PEREMPUAN,32,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1109.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"ANTAR KABUPATEN, ANTAR PROVINSI"
PASURUAN,PRODUKSI MINUMAN,2018,PEREMPUAN,43,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1109.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PASURUAN,PERTOKOAN,2017,PEREMPUAN,30,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4719.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT PUDING & BOWNIES& TOKO PRACANGAN,2011,PEREMPUAN,46,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4711.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMPRODUKSI BAJU,2014,PEREMPUAN,54,TIDAK TAMAT SD,IUMK,INDUSTRI PENGOLAHAN,1411.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,JASA POTONG RAMBUT,2017,LAKI-LAKI,26,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9611.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,JUALAN ROTI BAKAR,2020,PEREMPUAN,27,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4724.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI SNACK,2014,PEREMPUAN,54,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PERTOKOAN,2011,PEREMPUAN,46,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4719.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN,2020,PEREMPUAN,18,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5621.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KATERING,2020,PEREMPUAN,21,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5621.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN DAN MINUMAN,2021,PEREMPUAN,56,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN,2018,PEREMPUAN,48,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5622.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MINUMAN,2020,LAKI-LAKI,38,TAMAT SD,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1109.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI TUSUK SATE,2005,LAKI-LAKI,42,TAMAT SD,IUMK,INDUSTRI PENGOLAHAN,1629.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN RINGAN,2004,LAKI-LAKI,51,TAMAT SLTP,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN RINGAN,2004,LAKI-LAKI,51,TAMAT SLTP,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KONVEKSI,2014,PEREMPUAN,54,TAMAT SD,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1411.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KONVEKSI,2014,PEREMPUAN,54,TIDAK TAMAT SD,IUMK,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,KONVEKSI,2014,PEREMPUAN,54,TIDAK TAMAT SD,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,PRODUKSI PAVING,2019,LAKI-LAKI,0,TAMAT SLTA,YAYASAN,INDUSTRI PENGOLAHAN,2312.0,MERK,"KECIL 2: OMSET SATU TAHUN ANTARA 1 - 2,5 MILYAR",LOKAL KABUPATEN
PASURUAN,PRODUKSI MINUMAN,2015,LAKI-LAKI,51,TAMAT SLTP,FIRMA,INDUSTRI PENGOLAHAN,1109.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,SALLON KECANTIKAN DAN WEDDING ORGANIZER,2009,PEREMPUAN,41,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),AKTIVITAS JASA LAINNYA,9611.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KERAJINAN,2015,PEREMPUAN,47,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,3290.0,MERK,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR KABUPATEN
PASURUAN,PERCETAKAN DAN KONVEKSI,1998,LAKI-LAKI,46,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1709.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
PASURUAN,PRODUKSI MINUMAN SERBUK JAHE,2019,PEREMPUAN,0,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1076.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,PRODUKSI OLAHAN KOPI,2019,LAKI-LAKI,0,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN RINGAN,2012,LAKI-LAKI,0,TIDAK TAMAT SD,UD,INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN RINGAN,2019,LAKI-LAKI,0,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,TABUNGAN SIMPAN PINJAM,2019,LAKI-LAKI,36,TAMAT SLTA,YAYASAN,AKTIVITAS KEUANGAN DAN ASURANSI,6414.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI MAKANAN,2020,LAKI-LAKI,40,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,BUDIDAYA JAMUR,2019,PEREMPUAN,40,TAMAT D3,IUMK,"PERTANIAN, KEHUTANAN & PERIKANAN",113.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT KUE BASAH,2017,PEREMPUAN,34,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT PUPUK ORGANIK (PADAT/CAIR) DARI LIMBAH ORGANIK BERSIH,2019,LAKI-LAKI,24,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2012.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KRUPUK SAYUR,2019,PEREMPUAN,48,TAMAT SLTP,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT AYAM GEPREK,2016,LAKI-LAKI,30,S1/ LEBIH,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT MIE DARI SAYUR,2021,PEREMPUAN,33,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1074.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KEBAB DAGING SAPI,2021,LAKI-LAKI,21,TAMAT D3,PERSEORANGAN (BELUM ADA LEGALITAS),PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,MEMBUAT BROWNIS PANGGANG,2021,PEREMPUAN,33,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR KABUPATEN
PASURUAN,KOPI,2017,PEREMPUAN,24,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1076.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,JASA LAYANAN INTERNET,2021,LAKI-LAKI,35,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INFORMASI DAN KOMUNIKASI,6192.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT JAHE INSTAN,2020,PEREMPUAN,23,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1076.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,PRODUKSI SEMPOL,2019,PEREMPUAN,33,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1061.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
PASURUAN,MEMBUAT CILOK DAGING SAPI,2019,PEREMPUAN,23,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1061.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,"ALMARI, MEJA, KURSI",2019,LAKI-LAKI,34,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1610.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,MEMBUAT CILOK,2020,LAKI-LAKI,54,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1061.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KOPI BROMO,2020,PEREMPUAN,43,S1/ LEBIH,UD,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,5610.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PEMBUATAN KRIPIK PISANG DAN BOTHE,2017,PEREMPUAN,54,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT KRIPIK PULI,2020,PEREMPUAN,32,TAMAT SD,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MAKANAN SIAP SAJI,2021,LAKI-LAKI,29,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,PRODUKSI KUE KERING & KRINIES KERIPIK BROWNIES,2018,PEREMPUAN,52,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1069.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KERAJINAN KULIT KERANG,2018,PEREMPUAN,47,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,3290.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,OLAHAN KOPI,2019,PEREMPUAN,45,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,1076.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
PASURUAN,KRIPIK SAMILER,2015,LAKI-LAKI,35,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4724.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KERAJINAN KULIT KERANG,2016,PEREMPUAN,42,S1/ LEBIH,IUMK,"PERTANIAN, KEHUTANAN & PERIKANAN",,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,"OLAHAN ABON ,LEMPUK CRISPY, STIK SUSU",2012,PEREMPUAN,58,TAMAT SD,IUMK,INDUSTRI PENGOLAHAN,1021.0,"MERK, HALAL, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,KUE BASAH,2020,PEREMPUAN,44,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,MEMBUAT WEDANG JAHE (INSTAN),2020,LAKI-LAKI,37,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1076.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,MEMBUAT MAKARONI,2020,LAKI-LAKI,21,TAMAT SLTP,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1074.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KUE BASA,2020,PEREMPUAN,44,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,KRIPIK MANGROVE,2014,PEREMPUAN,45,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,AMPLANG IKAN TENGIRI,2014,LAKI-LAKI,49,TAMAT SD,IUMK,INDUSTRI PENGOLAHAN,1021.0,HALAL,BESAR: OMSET SATU TAHUN > 50 MILYAR,LOKAL KABUPATEN
PASURUAN,MEMBUAT KERIPIK BAYAM ORGANIK DAN MIE DARI SAYUR ORGANIK,2019,PEREMPUAN,38,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
PASURUAN,"SUMPIA, BIDARAN, KUE KERING",2012,PEREMPUAN,52,TAMAT D3,IUMK,INDUSTRI PENGOLAHAN,1079.0,HALAL,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
PASURUAN,PUPUK ORGANIK,2020,LAKI-LAKI,40,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,2012.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
PASURUAN,DIAMONDS GORDEN,2014,LAKI-LAKI,42,TAMAT SLTP,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4751.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,KRIPIK SINGKONG,2000,PEREMPUAN,55,S1/ LEBIH,UD,INDUSTRI PENGOLAHAN,1031.0,"HALAL, ISO 9001: 2015",MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
SIDOARJO,SUSU FERMENTASI KEFIRSTATION DAN KUE KERING ZOVINDA,2018,LAKI-LAKI,46,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1059.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
SIDOARJO,"MEMBUAT TEPUNG UMBI 28 VARIAN BESERTA OLAHANNYA, CAKE DAN COOKIES, DLL. MEMBUAT ANEKA MINUMAN REMPAH DAN BUMBU REMPAH BUBUK. MEMBUAT ABON NABATI.",2018,PEREMPUAN,35,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1031.0,"MERK, NUTRITION FACT/ UJI PRODUK",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
SIDOARJO,BUDIDAYA IKAN MUJAER,1998,PEREMPUAN,51,TAMAT SLTA,IUMK,"PERTANIAN, KEHUTANAN & PERIKANAN",322.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,"PRODUKSIMINUMAN SERBUK JAHE, WEDANG UWUH, BANDREK DLL & BROWNIES KERING",2018,PEREMPUAN,44,S1/ LEBIH,IUMK,INDUSTRI PENGOLAHAN,1076.0,"MERK, HALAL",ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
SIDOARJO,BAKSO SAPI,2016,LAKI-LAKI,37,TAMAT SLTA,UD,PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,4632.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
SIDOARJO,PENGERAJIN TAHU,1990,LAKI-LAKI,31,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1039.0,NUTRITION FACT/ UJI PRODUK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,KRIPIK TEMPE,2010,LAKI-LAKI,30,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN"
SIDOARJO,"KUE BASAH, DANKUE TART",2015,PEREMPUAN,40,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1079.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,CRAFT ( KREASI OLAH KAIN SHIBORI DAN ECOPRINT),2017,PEREMPUAN,47,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1313.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,SIOMAY KUBIS,2018,PEREMPUAN,30,TAMAT SLTA,IUMK,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,MWMBUAT SEPATU RAJUT,2017,PEREMPUAN,39,TAMAT SLTA,IUMK,AKTIVITAS JASA LAINNYA,,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,"LOKAL KABUPATEN, ANTAR KABUPATEN, ANTAR PROVINSI"
SIDOARJO,PLATFORM DIGITAL (JASA PENGIRIMAN DTERNO DAN MADU SURA),2020,LAKI-LAKI,45,S1/ LEBIH,IUMK,INFORMASI DAN KOMUNIKASI,6201.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,AIR KANGEN WATER,2017,PEREMPUAN,24,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),PERDAGANGAN BESAR & ECERAN; REPARASI MOBIL & MOTOR,3600.0,MD/ BPOM,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR KABUPATEN
SIDOARJO,PEMBUATAN TAS BATIK DAN TABLE MANNER SET,2010,PEREMPUAN,38,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1512.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,ANTAR PROVINSI
SIDOARJO,SANDAL KLOMPEN,2021,PEREMPUAN,54,S1/ LEBIH,PERSEORANGAN (BELUM ADA LEGALITAS),INDUSTRI PENGOLAHAN,1511.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,RICA-RICA BEBEK,2013,PEREMPUAN,43,S1/ LEBIH,UD,PENYEDIAAN AKOMODASI DAN MAKAN MINUM,,,KECIL 1: OMSET SATU TAHUN ANTARA 300 - 1 MILYAR,ANTAR PROVINSI
SIDOARJO,CRAFT DAUR ULANG SAMPAH BUNGKUS KOPI,2017,PEREMPUAN,32,TAMAT SLTA,PERSEORANGAN (BELUM ADA LEGALITAS),"PENGADAAN LISTRIK, PENGELOLAAN SAMPAH & DAUR ULANG",3811.0,,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
SIDOARJO,PENGERAJIN TAS KULIT DAN HANDYCRAF,2003,PEREMPUAN,46,TAMAT SLTA,UD,INDUSTRI PENGOLAHAN,,ISO 9001: 2015,MIKRO: OMSET SATU TAHUN ANTARA 150 - 300 JUTA,ANTAR PROVINSI
SIDOARJO,CLUTH RAJUT,2010,LAKI-LAKI,53,TAMAT SLTA,IUMK,INDUSTRI PENGOLAHAN,1430.0,MERK,ULTRA MIKRO: OMSET SATU TAHUN < 150 JUTA,LOKAL KABUPATEN
